epoch,train_loss,train_acc,val_binary_acc,val_one_shot_acc,learning_rate,is_best,elapsed_time
88,0.009331,0.989633,0.959400,0.790625,0.00520868,0,60.71
89,0.007927,0.990400,0.956100,0.775000,0.00518263,0,57.90
90,0.009637,0.988933,0.949700,0.728125,0.00515672,0,57.18
91,0.009187,0.989933,0.952800,0.765625,0.00513094,0,57.68
92,0.009148,0.990667,0.951200,0.771875,0.00510528,0,58.86
93,0.009532,0.989567,0.951300,0.800000,0.00507976,1,59.35
94,0.009382,0.990067,0.953600,0.781250,0.00505436,0,59.30
95,0.009147,0.989933,0.943000,0.743750,0.00502908,0,61.11
96,0.008211,0.991333,0.957200,0.768750,0.00500394,0,59.16
97,0.008451,0.990200,0.952200,0.734375,0.00497892,0,57.47
98,0.007279,0.991833,0.944800,0.793750,0.00495403,0,57.94
99,0.008581,0.990767,0.941500,0.800000,0.00492925,0,57.95
100,0.008357,0.990700,0.954700,0.781250,0.00490461,0,59.13
101,0.007804,0.991933,0.954400,0.790625,0.00488009,0,58.42
102,0.007786,0.991267,0.955000,0.803125,0.00485569,1,57.36
103,0.007388,0.992000,0.948600,0.818750,0.00483141,1,58.00
104,0.008428,0.991467,0.951100,0.778125,0.00480725,0,59.93
105,0.008311,0.991200,0.946400,0.790625,0.00478321,0,59.11
106,0.007445,0.991800,0.945800,0.815625,0.00475930,0,58.91
107,0.008120,0.990867,0.952100,0.793750,0.00473550,0,58.13
108,0.006444,0.994000,0.950000,0.787500,0.00471182,0,58.29
109,0.007121,0.992433,0.944500,0.793750,0.00468826,0,57.18
110,0.008872,0.990833,0.947500,0.800000,0.00466482,0,57.75
111,0.007811,0.991167,0.958600,0.775000,0.00464150,0,57.83
112,0.006474,0.993100,0.954500,0.796875,0.00461829,0,58.22
113,0.006241,0.993567,0.950500,0.806250,0.00459520,0,56.33
114,0.007265,0.992267,0.956000,0.778125,0.00457222,0,57.00
115,0.006732,0.992700,0.948700,0.803125,0.00454936,0,57.81
116,0.007044,0.992367,0.960400,0.818750,0.00452662,0,58.59
117,0.007674,0.991767,0.947800,0.815625,0.00450398,0,58.01
118,0.007517,0.992400,0.958800,0.765625,0.00448146,0,57.32
119,0.005761,0.993900,0.956900,0.787500,0.00445906,0,58.42
120,0.005846,0.994300,0.963800,0.806250,0.00443676,0,58.66
121,0.007094,0.993000,0.957600,0.800000,0.00441458,0,58.29
122,0.005738,0.993967,0.947500,0.812500,0.00439250,0,58.44
123,0.006690,0.992833,0.951800,0.803125,0.00437054,0,59.00
124,0.005493,0.994500,0.955400,0.806250,0.00434869,0,58.62
125,0.006059,0.993700,0.952500,0.812500,0.00432695,0,58.22
126,0.006344,0.993100,0.944600,0.787500,0.00430531,0,58.04
127,0.006299,0.994100,0.954300,0.803125,0.00428378,0,58.60
128,0.005937,0.994433,0.948900,0.812500,0.00426236,0,58.23
129,0.005997,0.993333,0.954100,0.803125,0.00424105,0,59.94
130,0.006569,0.993200,0.944100,0.790625,0.00421985,0,57.62
131,0.005845,0.994067,0.962000,0.765625,0.00419875,0,58.37
132,0.005668,0.994467,0.948900,0.800000,0.00417775,0,58.11
133,0.006025,0.993600,0.954700,0.778125,0.00415687,0,59.58
134,0.005883,0.993767,0.950200,0.812500,0.00413608,0,58.34
135,0.006432,0.993867,0.954400,0.796875,0.00411540,0,57.86
136,0.005363,0.994733,0.941000,0.806250,0.00409482,0,58.58
137,0.005535,0.994267,0.933300,0.825000,0.00407435,1,58.41
138,0.004512,0.995300,0.950800,0.796875,0.00405398,0,57.52
139,0.005281,0.994700,0.947100,0.803125,0.00403371,0,57.83
140,0.005713,0.994267,0.939800,0.806250,0.00401354,0,58.63
141,0.005670,0.994667,0.935800,0.793750,0.00399347,0,58.56
142,0.005323,0.995200,0.950500,0.740625,0.00397350,0,58.68
143,0.005920,0.994300,0.951000,0.812500,0.00395364,0,59.66
144,0.004739,0.995633,0.938900,0.787500,0.00393387,0,58.46
145,0.005031,0.994900,0.936900,0.790625,0.00391420,0,59.72
146,0.005624,0.994733,0.953300,0.793750,0.00389463,0,57.41
147,0.005150,0.995067,0.948200,0.812500,0.00387516,0,59.57
148,0.005789,0.994233,0.949900,0.778125,0.00385578,0,57.86
149,0.004511,0.995400,0.953700,0.796875,0.00383650,0,56.44
150,0.006298,0.994533,0.946600,0.818750,0.00381732,0,56.58
151,0.004224,0.995833,0.935000,0.818750,0.00379823,0,56.62
152,0.004662,0.995333,0.951700,0.812500,0.00377924,0,57.21
153,0.005422,0.994800,0.934400,0.800000,0.00376034,0,58.29
154,0.005223,0.994667,0.938000,0.790625,0.00374154,0,58.73
155,0.004280,0.996000,0.943500,0.784375,0.00372284,0,57.55
156,0.004674,0.996300,0.955600,0.771875,0.00370422,0,57.35
157,0.005216,0.994567,0.937300,0.790625,0.00368570,0,58.15
158,0.004390,0.995333,0.942600,0.803125,0.00366727,0,57.83
159,0.004321,0.995533,0.939700,0.781250,0.00364893,0,58.40
160,0.004632,0.995033,0.926600,0.800000,0.00363069,0,57.57
161,0.004294,0.995567,0.940800,0.815625,0.00361254,0,59.04
162,0.004918,0.995867,0.933400,0.803125,0.00359447,0,56.96
163,0.004431,0.995867,0.958500,0.815625,0.00357650,0,56.21
164,0.004316,0.995833,0.945100,0.809375,0.00355862,0,56.16
165,0.004654,0.995767,0.952600,0.793750,0.00354083,0,56.25
166,0.004366,0.995733,0.934100,0.750000,0.00352312,0,56.51
167,0.004574,0.995667,0.939300,0.790625,0.00350551,0,56.30
168,0.003646,0.996200,0.945200,0.809375,0.00348798,0,56.17
169,0.004053,0.995933,0.945200,0.815625,0.00347054,0,56.37
170,0.003849,0.996433,0.936400,0.806250,0.00345319,0,56.16
171,0.004039,0.996267,0.927200,0.793750,0.00343592,0,56.33
172,0.003658,0.996833,0.939400,0.781250,0.00341874,0,56.11
173,0.005433,0.994200,0.956300,0.768750,0.00340165,0,56.35
174,0.004425,0.995767,0.937300,0.793750,0.00338464,0,56.18
175,0.004646,0.995867,0.940500,0.793750,0.00336772,0,56.40
176,0.003668,0.996367,0.935500,0.793750,0.00335088,0,56.29
177,0.003791,0.996667,0.922300,0.803125,0.00333412,0,56.20
