epoch,train_loss,train_acc,val_binary_acc,val_one_shot_acc,learning_rate,is_best,elapsed_time
75,0.014586,0.982533,0.903900,0.753125,0.00340928,1,55.38
76,0.015374,0.982233,0.931400,0.734375,0.00339223,0,55.37
77,0.014188,0.983100,0.952400,0.725000,0.00337527,0,55.33
78,0.013559,0.984933,0.943700,0.759375,0.00335839,1,55.37
79,0.013536,0.983667,0.937200,0.718750,0.00334160,0,55.30
80,0.012981,0.984467,0.943300,0.756250,0.00332489,0,55.38
81,0.012616,0.985500,0.944400,0.743750,0.00330827,0,55.31
82,0.012187,0.985767,0.939900,0.728125,0.00329173,0,55.38
83,0.010907,0.987100,0.939500,0.728125,0.00327527,0,55.29
84,0.011985,0.986333,0.943500,0.737500,0.00325889,0,55.42
85,0.012422,0.985500,0.947200,0.743750,0.00324260,0,55.33
86,0.011718,0.987533,0.935500,0.759375,0.00322639,0,55.43
87,0.012590,0.985733,0.946100,0.709375,0.00321025,0,55.28
88,0.010876,0.986000,0.946200,0.728125,0.00319420,0,55.40
89,0.010645,0.987500,0.953400,0.743750,0.00317823,0,55.28
90,0.011785,0.985700,0.935300,0.737500,0.00316234,0,55.43
91,0.011848,0.985300,0.953000,0.743750,0.00314653,0,55.37
92,0.010980,0.987067,0.949200,0.762500,0.00313080,1,55.45
93,0.012882,0.986233,0.954800,0.778125,0.00311514,1,55.35
94,0.011695,0.985867,0.946700,0.753125,0.00309957,0,55.37
95,0.012397,0.985700,0.944100,0.728125,0.00308407,0,55.33
96,0.009414,0.989300,0.939900,0.753125,0.00306865,0,55.40
97,0.009896,0.988600,0.948500,0.753125,0.00305330,0,55.36
98,0.009664,0.989367,0.948700,0.721875,0.00303804,0,55.33
99,0.010565,0.988433,0.948400,0.753125,0.00302285,0,55.39
100,0.010236,0.989100,0.953500,0.743750,0.00300773,0,55.39
101,0.009328,0.989567,0.955300,0.737500,0.00299270,0,55.37
102,0.008885,0.989967,0.946500,0.731250,0.00297773,0,55.39
103,0.008582,0.990433,0.948500,0.746875,0.00296284,0,55.38
104,0.010047,0.989600,0.940100,0.746875,0.00294803,0,55.36
105,0.009343,0.990100,0.934700,0.765625,0.00293329,0,55.38
106,0.009691,0.988567,0.944800,0.734375,0.00291862,0,55.43
107,0.009300,0.989900,0.953400,0.743750,0.00290403,0,55.32
108,0.009662,0.989400,0.938200,0.759375,0.00288951,0,55.37
109,0.008544,0.989900,0.939600,0.721875,0.00287506,0,55.28
110,0.010078,0.989333,0.951400,0.731250,0.00286069,0,55.40
111,0.009093,0.989667,0.937900,0.746875,0.00284638,0,55.25
112,0.007442,0.992200,0.933300,0.709375,0.00283215,0,55.42
113,0.007562,0.991933,0.943600,0.725000,0.00281799,0,55.28
114,0.008932,0.990367,0.950700,0.740625,0.00280390,0,55.44
115,0.008820,0.990200,0.949400,0.740625,0.00278988,0,55.37
116,0.008038,0.990333,0.942900,0.740625,0.00277593,0,55.49
117,0.008194,0.990867,0.936500,0.750000,0.00276205,0,55.40
118,0.008734,0.990800,0.949000,0.728125,0.00274824,0,55.45
119,0.007732,0.991600,0.943900,0.765625,0.00273450,0,55.29
120,0.007410,0.993000,0.946900,0.734375,0.00272083,0,55.40
121,0.008568,0.991367,0.949800,0.725000,0.00270722,0,55.29
122,0.007623,0.992067,0.946600,0.731250,0.00269369,0,55.33
123,0.007829,0.991733,0.949400,0.718750,0.00268022,0,55.33
124,0.006719,0.992967,0.939300,0.731250,0.00266682,0,55.35
125,0.008297,0.991133,0.938500,0.721875,0.00265348,0,55.34
126,0.007553,0.991533,0.931400,0.740625,0.00264022,0,55.42
127,0.007874,0.991800,0.945700,0.750000,0.00262702,0,55.40
128,0.007496,0.991800,0.946400,0.737500,0.00261388,0,55.34
129,0.007991,0.991167,0.942000,0.737500,0.00260081,0,55.38
130,0.007639,0.992300,0.947100,0.740625,0.00258781,0,55.36
131,0.007448,0.991433,0.947800,0.753125,0.00257487,0,55.34
132,0.006498,0.993200,0.936700,0.750000,0.00256199,0,55.36
133,0.007196,0.992867,0.948100,0.746875,0.00254918,0,55.34
