epoch,train_loss,train_acc,val_binary_acc,val_one_shot_acc,learning_rate,is_best,elapsed_time
1,1.363046,0.633000,0.545600,0.053125,0.00050888,1,56.25
2,0.173959,0.748767,0.726700,0.193750,0.00142486,1,56.30
3,0.148276,0.758133,0.515500,0.025000,0.00234084,0,56.19
4,0.197714,0.731867,0.629300,0.056250,0.00325682,0,56.33
5,0.208399,0.729767,0.666500,0.121875,0.00417281,0,56.20
6,0.164392,0.768833,0.687700,0.190625,0.00415194,0,56.49
7,0.132749,0.795400,0.589000,0.050000,0.00413118,0,56.29
8,0.108686,0.827233,0.560100,0.175000,0.00411053,0,56.33
9,0.093806,0.850900,0.508000,0.040625,0.00408997,0,56.17
10,0.089091,0.860433,0.764400,0.321875,0.00406952,1,56.38
11,0.081571,0.873133,0.735800,0.265625,0.00404918,0,56.48
12,0.076645,0.881433,0.696600,0.134375,0.00402893,0,56.27
13,0.073686,0.888267,0.802100,0.428125,0.00400879,1,56.40
14,0.065585,0.903300,0.641000,0.262500,0.00398874,0,56.37
15,0.062624,0.906533,0.877500,0.434375,0.00396880,1,56.26
16,0.057441,0.918400,0.863400,0.446875,0.00394895,1,56.33
17,0.056105,0.919300,0.769800,0.446875,0.00392921,0,56.22
18,0.054076,0.923667,0.845100,0.496875,0.00390956,1,56.39
19,0.050226,0.929267,0.813400,0.403125,0.00389002,0,56.09
20,0.050072,0.931700,0.620500,0.340625,0.00387057,0,56.43
21,0.045983,0.936233,0.575000,0.259375,0.00385121,0,56.13
22,0.044694,0.939900,0.812800,0.440625,0.00383196,0,56.51
23,0.043558,0.941367,0.764000,0.459375,0.00381280,0,58.04
24,0.041415,0.943967,0.900700,0.581250,0.00379373,1,59.04
25,0.037753,0.951700,0.824400,0.531250,0.00377476,0,59.12
26,0.038886,0.947500,0.914700,0.571875,0.00375589,0,58.25
27,0.036574,0.951833,0.925100,0.609375,0.00373711,1,57.88
28,0.034591,0.954100,0.913000,0.568750,0.00371843,0,59.77
29,0.032554,0.956600,0.904700,0.603125,0.00369983,0,58.70
30,0.032451,0.956200,0.848700,0.528125,0.00368133,0,57.59
31,0.031313,0.958067,0.900900,0.537500,0.00366293,0,59.30
32,0.029824,0.961267,0.797700,0.575000,0.00364461,0,58.58
33,0.030202,0.959733,0.921800,0.628125,0.00362639,1,59.80
34,0.028316,0.963267,0.931400,0.646875,0.00360826,1,60.48
35,0.027096,0.965367,0.926800,0.684375,0.00359022,1,59.62
36,0.026681,0.966500,0.940000,0.634375,0.00357227,0,59.03
37,0.026494,0.965867,0.937500,0.637500,0.00355440,0,60.23
38,0.024387,0.968667,0.939300,0.634375,0.00353663,0,58.63
39,0.022444,0.972500,0.939900,0.662500,0.00351895,0,57.64
40,0.024751,0.969033,0.939000,0.696875,0.00350135,1,58.90
41,0.021762,0.973400,0.949500,0.671875,0.00348385,0,58.91
42,0.022366,0.972633,0.943900,0.637500,0.00346643,0,58.63
43,0.021034,0.973900,0.949100,0.712500,0.00344910,1,59.26
44,0.021769,0.973500,0.936400,0.659375,0.00343185,0,58.15
