epoch,train_loss,train_acc,val_binary_acc,val_one_shot_acc,learning_rate,is_best,elapsed_time
93,0.012855,0.985733,0.943800,0.731250,0.00279738,0,55.43
94,0.011030,0.987667,0.945600,0.737500,0.00278339,0,55.30
95,0.010330,0.988967,0.948300,0.715625,0.00276947,0,55.45
96,0.008851,0.991033,0.951700,0.756250,0.00275563,0,55.32
97,0.009936,0.988867,0.951200,0.731250,0.00274185,0,55.40
98,0.008986,0.989500,0.948200,0.675000,0.00272814,0,55.37
99,0.010477,0.988100,0.939700,0.728125,0.00271450,0,55.42
100,0.009760,0.989000,0.946200,0.712500,0.00270093,0,55.30
101,0.009433,0.990200,0.941100,0.687500,0.00268742,0,55.38
102,0.009502,0.989633,0.937700,0.718750,0.00267398,0,55.35
103,0.009475,0.989667,0.949500,0.706250,0.00266061,0,55.39
104,0.009936,0.989533,0.950600,0.712500,0.00264731,0,55.37
105,0.009784,0.988733,0.941800,0.731250,0.00263407,0,55.35
106,0.009798,0.988767,0.941100,0.731250,0.00262090,0,55.36
107,0.008938,0.990933,0.945100,0.759375,0.00260780,0,55.36
108,0.009127,0.990433,0.943700,0.696875,0.00259476,0,55.35
109,0.008640,0.990667,0.931100,0.721875,0.00258179,0,55.39
110,0.010400,0.988633,0.938900,0.709375,0.00256888,0,55.35
111,0.009058,0.990267,0.946900,0.700000,0.00255603,0,55.39
112,0.007887,0.991100,0.924000,0.743750,0.00254325,0,55.33
113,0.007777,0.992400,0.941300,0.734375,0.00253054,0,55.38
114,0.009413,0.989833,0.931900,0.715625,0.00251788,0,55.36
115,0.008526,0.990867,0.947700,0.731250,0.00250529,0,55.42
116,0.008821,0.990733,0.930300,0.737500,0.00249277,0,55.34
117,0.009239,0.990233,0.950000,0.706250,0.00248030,0,55.45
118,0.009005,0.990500,0.947300,0.746875,0.00246790,0,55.30
